Rk,Name,Age,PA,Tm,BtRuns,BtWins,Plays,WPA,WPA+,WPA-,aLI,WPA/LI,Clutch,cWPA,cWPA+,cWPA-,acLI,cClutch,RE24,REW,boLI,RE24/boLI,PHlev,AB,Name-additional
127,Triston Casas*,23,502,BOS,18.3,1.8,507,0.9,9.7,-8.8,1.03,1.7,-0.9,0.10%,4.00%,-3.90%,0.74,-0.90%,12.3,1.2,0.95,18.4,1.05,10,casastr01
128,Nick Castellanos,31,671,PHI,9.4,0.9,692,0.8,13.5,-12.8,1.05,1.1,-0.3,-0.10%,6.40%,-6.50%,0.87,-0.70%,7.7,0.7,0.97,8.5,4.29,1,casteni01
129,Diego Castillo,25,1,ARI,-0.3,0,1,0,0,0,1.65,0,0,0.00%,0.00%,0.00%,2.61,0.00%,-0.3,0,1.11,-0.3,1.65,1,castidi02
130,Harold Castro*,29,270,COL,-18.3,-1.8,274,-1.3,3.6,-4.9,0.94,-1.4,0.1,-0.20%,0.70%,-0.90%,0.29,-0.30%,-10,-0.9,0.92,-15.4,1.61,17,castrha01
131,Rodolfo Castro#,24,256,TOT,-9.5,-0.9,265,-1.6,3.4,-5,0.98,-0.8,-0.8,-0.60%,2.20%,-2.80%,0.96,-0.10%,-16.9,-1.7,0.99,-12.2,1.16,16,castrro01
132,Rodolfo Castro#,24,224,PIT,-4.2,-0.4,232,-1,3.4,-4.3,1,-0.3,-0.7,-0.40%,2.20%,-2.60%,1.04,-0.20%,-12.1,-1.2,1,-6.9,1.27,14,castrro01
133,Rodolfo Castro#,24,32,PHI,-5.4,-0.5,33,-0.6,0,-0.6,0.8,-0.5,-0.3,-0.20%,0.00%,-0.20%,0.38,-0.20%,-4.8,-0.5,0.94,-5.3,0.4,2,castrro01
134,Willi Castro#,26,409,MIN,3.3,0.3,450,1.5,8.6,-7,1.07,0.6,0.8,0.80%,4.40%,-3.50%,0.91,0.60%,8,0.8,0.92,2.6,1.35,12,castrwi01
135,Jake Cave*,30,203,PHI,-8.1,-0.8,206,-1.7,2.1,-3.8,0.93,-1.5,-0.4,-0.60%,1.00%,-1.60%,0.7,0.00%,-12.9,-1.3,0.98,-13.3,1.47,7,caveja01
136,Yu Chang,27,112,BOS,-8.8,-0.9,119,-0.1,1.9,-2,0.95,-0.3,0.2,-0.10%,0.90%,-1.10%,0.84,0.00%,-1.4,-0.1,1.01,-3,0.29,3,changyu01
137,Matt Chapman,30,581,TOR,7.4,0.7,596,-1.2,9.5,-10.7,1.04,0.4,-1.6,-0.70%,6.00%,-6.70%,1.09,-0.90%,-0.8,-0.1,0.97,7.1,3.94,1,chapmma01
138,Michael Chavis,27,96,WSN,-3.8,-0.4,103,0.1,2,-1.9,1.07,-0.5,0.6,0.00%,0.20%,-0.30%,0.29,0.20%,-5.4,-0.5,0.98,-6.1,0,1,chavimi01
139,Jazz Chisholm Jr.*,25,383,MIA,-0.2,0,412,-1,6.3,-7.2,1.03,0.2,-1.1,-0.90%,4.20%,-5.10%,1.2,-0.80%,-3,-0.3,0.94,-1.3,1.84,3,chishja01
140,Jiman Choi*,32,117,TOT,-4.8,-0.5,118,-0.3,2.3,-2.5,1.15,-0.6,0.4,-0.20%,0.40%,-0.60%,0.4,-0.10%,-7.5,-0.7,0.96,-7.5,2.02,4,choiji01
141,Jiman Choi*,32,76,PIT,-1.3,-0.1,76,0.2,1.7,-1.5,1.13,-0.2,0.4,-0.20%,0.30%,-0.50%,0.49,-0.20%,-2.4,-0.2,0.92,-3.2,1.37,3,choiji01
142,Jiman Choi*,32,41,SDP,-3.5,-0.3,42,-0.4,0.5,-1,1.17,-0.4,0,0.00%,0.10%,-0.10%,0.25,0.20%,-5.1,-0.5,1.03,-4.3,3.99,1,choiji01
143,Kody Clemens*,27,148,PHI,-5.1,-0.5,150,-0.5,2,-2.5,0.94,-0.2,-0.3,-0.40%,1.10%,-1.40%,0.86,-0.30%,-5.7,-0.6,0.93,-5,1.89,8,clemeko01
144,Ernie Clement,27,52,TOR,2.7,0.3,53,0.2,1.1,-0.9,1.01,0.2,0,0.10%,0.70%,-0.60%,1.16,-0.10%,5.6,0.5,1.03,3.2,1.9,6,clemeer01
145,Oscar Colás*,24,263,CHW,-15.7,-1.6,274,-2.2,3.2,-5.4,1,-1.7,-0.5,-0.50%,0.50%,-1.00%,0.3,-1.00%,-16.1,-1.6,0.91,-19.2,1.62,5,colasos01
146,Zack Collins*,28,6,CLE,1.1,0.1,6,0.1,0.1,0,0.89,0.1,0,0.00%,0.00%,0.00%,0.52,0.00%,0.5,0,0.62,1,,0,colliza01
147,Michael Conforto*,30,470,SFG,0.9,0.1,479,0.6,9.4,-8.8,1.07,-0.3,0.9,0.20%,5.60%,-5.50%,1.11,0.30%,0.8,0.1,0.97,-1.6,2.43,6,confomi01
148,William Contreras,25,611,MIL,21,2,621,0.5,11.9,-11.5,1.05,1.6,-1.2,0.00%,7.10%,-7.10%,1.04,-0.90%,15.7,1.5,0.94,16.5,,4,contrwi02
149,Willson Contreras,31,495,STL,15.8,1.5,506,1.5,10,-8.6,1.02,1.4,0,-0.30%,1.60%,-1.90%,0.35,-1.00%,10.7,1,0.93,14.1,1.95,4,contrwi01
150,Garrett Cooper,32,457,TOT,-3.6,-0.4,458,-0.2,8.1,-8.3,0.93,-0.8,0.6,0.00%,4.00%,-4.00%,0.75,0.30%,-4.8,-0.5,0.91,-9.8,1.35,14,coopega03
151,Garrett Cooper,32,324,MIA,-4.3,-0.4,325,0,6.2,-6.2,0.97,-0.4,0.4,0.10%,3.90%,-3.80%,1.01,0.40%,-4,-0.4,0.91,-6.9,2.59,5,coopega03
152,Garrett Cooper,32,133,SDP,0.7,0.1,133,-0.2,1.9,-2.1,0.83,-0.3,0.1,-0.10%,0.10%,-0.20%,0.12,-0.70%,-0.8,-0.1,0.91,-2.9,0.67,9,coopega03
153,Franchy Cordero*,28,71,NYY,-2.3,-0.2,71,0,1.3,-1.2,0.89,-0.3,0.3,0.00%,0.80%,-0.70%,0.87,0.20%,-0.8,-0.1,0.9,-2.9,2.91,3,cordefr02
154,Carlos Correa,28,580,MIN,-3.6,-0.4,584,-2.6,9.8,-12.5,1.08,-1.7,-0.8,-1.50%,5.60%,-7.10%,1.02,-0.50%,-22.2,-2.2,0.96,-14.6,,0,correca01
155,Colton Cowser*,23,77,BAL,-5.3,-0.5,79,-0.1,1,-1.1,0.81,-0.4,0.3,-0.10%,0.70%,-0.80%,1.03,0.20%,-2.6,-0.3,0.89,-3.9,,0,cowseco01
156,Brandon Crawford*,36,320,SFG,-14.3,-1.4,326,-0.5,5.3,-5.9,1.03,-1.3,0.7,-0.20%,3.70%,-3.90%,1.16,0.60%,-7.9,-0.8,0.93,-14.9,2.58,4,crawfbr01
157,J.P. Crawford*,28,638,SEA,27.6,2.7,650,2.7,13.1,-10.3,1.05,1.8,0.8,3.50%,11.00%,-7.50%,1.33,1.50%,22.7,2.3,0.94,16.5,8.24,0,crawfjp01
158,C.J. Cron,33,278,TOT,-5.6,-0.6,278,-0.9,4.9,-5.8,1.02,-0.7,-0.2,-0.60%,1.30%,-1.90%,0.52,-0.80%,-10.3,-1,0.96,-8.4,0.82,2,croncj01
159,C.J. Cron,33,224,COL,-1.4,-0.1,224,-0.4,4.2,-4.5,1.01,-0.4,0,-0.40%,1.00%,-1.40%,0.49,-0.60%,-5.8,-0.5,0.96,-4.2,0.81,1,croncj01
160,C.J. Cron,33,54,LAA,-4.2,-0.4,54,-0.5,0.8,-1.3,1.07,-0.3,-0.1,-0.20%,0.30%,-0.50%,0.64,-0.10%,-4.5,-0.4,0.95,-4.2,0.82,1,croncj01
161,Jake Cronenworth*,29,522,SDP,-4,-0.4,538,-1.8,7.7,-9.4,0.97,-0.9,-0.9,-0.90%,3.20%,-4.10%,0.69,-0.70%,-8.5,-0.8,0.95,-10,1.42,1,croneja01
162,Tyler Cropley,27,7,KCR,-0.9,-0.1,7,-0.1,0,-0.1,0.63,-0.1,0,0.00%,0.00%,0.00%,0,,-1.2,-0.1,0.95,-1.2,,0,croplty01
163,Pete Crow-Armstrong*,21,19,CHC,-3,-0.3,24,-0.4,0.1,-0.4,0.84,-0.4,-0.1,-0.30%,0.10%,-0.30%,1.06,0.00%,-4.8,-0.5,1.03,-4.8,,0,crowape01
164,Nelson Cruz,42,152,SDP,-2.7,-0.3,156,-1.2,1.9,-3.1,1,-0.3,-0.9,-0.60%,1.00%,-1.70%,0.87,-0.60%,-0.8,-0.1,0.98,-3.5,1.79,14,cruzne02
165,Oneil Cruz*,24,40,PIT,0.7,0.1,46,0.5,1,-0.5,1.07,0.2,0.3,0.30%,0.60%,-0.30%,1.06,0.20%,4.7,0.4,0.97,2.5,,0,cruzon01
166,Charlie Culberson,34,1,ATL,0.5,0,1,0,0,0,0.05,0,0,0.00%,0.00%,0.00%,0.02,0.00%,0.4,0,0.86,0.5,,1,culbech01
167,Travis d'Arnaud,34,292,ATL,-7.5,-0.7,296,-1.1,4.4,-5.5,1.01,-0.6,-0.5,0.20%,2.00%,-1.90%,0.65,0.50%,-12.3,-1.2,0.98,-7.6,3.58,5,darnatr01
168,David Dahl*,29,9,SDP,-0.8,-0.1,9,0.3,0.4,-0.2,1.07,-0.1,0.3,0.20%,0.30%,-0.10%,1.05,0.20%,-1.5,-0.1,0.99,-1.2,3.46,1,dahlda01
169,Bobby Dalbec,28,53,BOS,-3.3,-0.3,54,-0.3,0.7,-1,1.05,-0.4,0,0.00%,0.10%,-0.10%,0.21,0.10%,-2.8,-0.3,0.9,-3.7,1.13,3,dalbebo01
170,Henry Davis,23,255,PIT,-6.6,-0.6,271,-1.2,4.5,-5.7,1.14,-0.7,-0.3,-0.10%,0.70%,-0.80%,0.26,0.00%,-9.3,-0.9,0.96,-8.7,0.16,1,davishe01
171,J.D. Davis,30,546,SFG,3.2,0.3,552,-0.5,9.4,-10,1.02,-1,0.4,-0.10%,6.20%,-6.30%,1.09,0.50%,-5.5,-0.5,0.98,-8.1,1.95,13,davisjd01
172,Jonathan Davis,31,104,MIA,-1.9,-0.2,112,0.2,1.9,-1.7,0.97,0,0.2,0.10%,1.30%,-1.10%,1.09,0.10%,-2.2,-0.2,0.95,0.5,,0,davisjo05
173,Yonathan Daza,29,80,COL,-3.2,-0.3,82,-0.4,1.1,-1.5,1.01,-0.5,0.1,-0.20%,0.50%,-0.70%,0.82,0.10%,-4.5,-0.4,0.98,-5.4,0.02,1,dazayo01
174,Bryan De La Cruz,26,626,MIA,-7.3,-0.7,641,-0.2,11.6,-11.8,1.02,-0.8,0.6,-0.20%,7.70%,-7.90%,1.13,0.30%,-10.2,-1,0.95,-10.4,2.89,1,delacbr01
175,Elly De La Cruz#,21,427,CIN,-7.8,-0.8,474,-0.2,8.3,-8.5,1.02,-0.5,0.3,-0.60%,6.00%,-6.60%,1.29,-0.20%,0.3,0,0.91,-6,,0,delacel01
176,Paul DeJong,29,400,TOT,-18.6,-1.9,411,-2.8,5.6,-8.4,1.02,-1.9,-0.8,-1.20%,1.50%,-2.70%,0.52,-1.20%,-28.1,-2.8,0.94,-21.2,1.7,4,dejonpa01
177,Paul DeJong,29,356,TOT,-8.9,-0.9,367,-1.9,5.5,-7.5,1.05,-0.9,-0.9,-0.60%,1.40%,-2.00%,0.46,-0.70%,-18,-1.8,0.93,-10.4,1.7,4,dejonpa01
178,Paul DeJong,29,306,STL,-3.9,-0.4,317,-1.6,5,-6.6,1.07,-0.5,-1,-0.40%,1.00%,-1.40%,0.37,-0.70%,-12.1,-1.2,0.93,-5,3.48,1,dejonpa01
179,Paul DeJong,29,44,TOR,-9.7,-1,44,-0.9,0.1,-0.9,0.81,-1,-0.1,-0.60%,0.00%,-0.70%,0.98,0.00%,-10.2,-1,0.98,-10.7,,0,dejonpa01
180,Paul DeJong,29,50,SFG,-5,-0.5,50,-0.3,0.6,-0.9,0.91,-0.5,0.1,-0.20%,0.40%,-0.60%,1.02,0.10%,-5.9,-0.6,0.94,-5.4,1.11,3,dejonpa01
181,Jason Delay,28,187,PIT,-3.6,-0.4,187,-0.8,2.9,-3.7,1.07,-0.7,-0.1,-0.40%,1.00%,-1.50%,0.67,-0.30%,-5.1,-0.5,0.95,-5.8,2.33,3,delayja01
182,Jonny DeLuca,24,45,LAD,-0.4,0,47,0.2,0.8,-0.7,0.88,0,0.3,0.10%,0.70%,-0.50%,1.16,0.20%,-0.2,0,0.94,-1.1,0.89,8,delucjo01
183,Rafael Devers*,26,656,BOS,21.6,2.1,668,2.2,13.2,-11,1.02,2.2,0,0.50%,5.00%,-4.50%,0.67,-0.50%,23.5,2.2,0.94,24,3.32,1,deverra01
184,Aledmys Díaz,32,344,OAK,-9,-0.9,349,-1.7,5,-6.7,1.01,-1.6,0,-0.20%,0.50%,-0.70%,0.17,-0.80%,-23.8,-2.4,0.92,-20.6,1.25,22,diazal02
185,Elias Díaz,32,526,COL,-10.7,-1,537,0.6,10.1,-9.5,1.01,-0.8,1.5,0.40%,1.70%,-1.30%,0.25,1.70%,-3.5,-0.3,0.93,-9.8,2.7,15,diazel01
186,Isan Díaz*,27,26,TOT,-5.2,-0.5,26,-0.5,0.1,-0.6,1.16,-0.5,0.1,-0.40%,0.10%,-0.50%,1.76,0.10%,-5.8,-0.6,0.99,-5.7,0.63,1,diazis01
187,Isan Díaz*,27,21,SFG,-3.8,-0.4,21,-0.4,0.1,-0.5,1.22,-0.4,0.1,-0.40%,0.10%,-0.50%,2.11,0.00%,-4.4,-0.5,0.99,-4.3,,0,diazis01
188,Isan Díaz*,27,5,DET,-1.4,-0.1,5,-0.1,0,-0.1,0.9,-0.1,0,0.00%,0.00%,0.00%,0.28,0.00%,-1.5,-0.2,0.99,-1.4,0.63,1,diazis01
189,Jordan Diaz,22,293,OAK,-7.2,-0.7,296,-1.4,4.1,-5.5,0.93,-1,-0.5,0.10%,0.20%,-0.10%,0.04,2.40%,-12,-1.2,0.91,-10.3,1.87,8,diazjo03
190,Yainer Diaz,24,377,HOU,12.5,1.2,380,-0.9,6.8,-7.7,1.06,1,-1.8,-0.80%,7.00%,-7.80%,1.82,-1.00%,3,0.3,0.96,10.2,2.05,17,diazya02
191,Yandy Díaz,31,600,TBR,44.7,4.3,611,4.4,13.5,-9.1,1,3.6,0.8,2.90%,8.80%,-5.90%,1.07,0.70%,47.1,4.6,0.92,46.2,3.28,3,diazya01
192,Corey Dickerson*,34,152,WSN,-5.1,-0.5,153,-0.5,2.7,-3.3,1.19,-0.9,0.5,-0.10%,0.40%,-0.50%,0.3,0.30%,-7.7,-0.8,0.95,-9,2.51,7,dickeco01
193,Brandon Dixon,31,86,SDP,-4.4,-0.4,88,-0.5,0.8,-1.3,0.81,-0.5,-0.2,-0.20%,0.30%,-0.50%,0.54,-0.10%,-8.2,-0.8,0.91,-6,0.5,4,dixonbr01
194,Jasson Domínguez#,20,33,NYY,2.2,0.2,34,0.6,1,-0.5,0.92,0.4,0.2,0.00%,0.00%,0.00%,0.04,0.10%,4.8,0.5,0.92,4.3,,0,dominja01
195,Josh Donaldson,37,189,TOT,-5.6,-0.6,192,-0.9,2.7,-3.6,0.93,-1.1,0.2,-0.40%,1.00%,-1.40%,0.62,0.00%,-11.6,-1.1,0.97,-10.3,2.79,1,donaljo02
196,Josh Donaldson,37,120,NYY,-4.4,-0.4,122,-0.7,1.5,-2.3,0.92,-0.9,0.1,-0.40%,0.90%,-1.30%,0.91,0.10%,-9.2,-0.9,0.93,-7.2,2.79,1,donaljo02
197,Josh Donaldson,37,69,MIL,-1.2,-0.1,70,-0.1,1.2,-1.3,0.95,-0.2,0.1,0.00%,0.10%,-0.10%,0.11,0.20%,-2.4,-0.2,1.03,-3.1,,0,donaljo02
198,Brendan Donovan*,26,371,STL,7.3,0.7,387,1.6,7.6,-6,1.05,0.7,0.8,0.20%,1.80%,-1.60%,0.46,0.00%,13.2,1.3,0.92,7.8,3.57,7,donovbr01
199,Jeter Downs,24,9,WSN,1.5,0.1,12,0.5,0.5,0,1.01,0.2,0.3,0.00%,0.00%,0.00%,0.03,0.20%,2.8,0.3,0.99,2.3,,0,downsje01
200,Brenton Doyle,25,431,COL,-30.1,-2.9,465,-2,6.3,-8.2,0.94,-2.3,0.2,-0.10%,0.50%,-0.70%,0.13,-0.30%,-18.1,-1.7,0.92,-27.8,,0,doylebr02
201,Hunter Dozier,31,91,KCR,-5.5,-0.6,93,-0.7,1.2,-1.9,1.12,-0.4,-0.2,-0.30%,0.30%,-0.60%,0.51,-0.30%,-4.4,-0.4,0.98,-5,0.52,1,doziehu01
202,Brandon Drury,30,523,LAA,7.7,0.8,529,-0.5,10.6,-11.2,1.11,0.1,-0.6,-0.30%,4.00%,-4.40%,0.73,-0.20%,2.3,0.2,0.98,6.3,0.78,1,drurybr01
203,Mauricio Dubón,28,492,HOU,-2.7,-0.3,510,0,8.9,-8.9,1.01,-0.2,0.2,0.80%,9.10%,-8.30%,1.61,0.60%,-2.4,-0.2,0.93,-1.2,2.15,9,dubonma01
204,Matt Duffy,32,209,KCR,-6.5,-0.6,213,-0.4,3,-3.4,0.96,-0.7,0.2,0.00%,0.40%,-0.30%,0.17,0.10%,-6,-0.6,0.94,-5.3,1.1,17,duffyma01
205,Ezequiel Duran,24,439,TEX,2.8,0.3,457,-0.7,6.8,-7.5,0.89,-0.1,-0.7,-1.10%,5.50%,-6.60%,1.29,-0.80%,-7.3,-0.7,0.93,-0.8,1.13,5,duranez01
206,Jarren Duran*,26,362,BOS,10.1,1,402,2,7.5,-5.4,0.97,1.3,0.7,0.90%,3.60%,-2.70%,0.78,0.40%,19.9,1.9,0.95,16.1,1.38,15,duranja01
207,Adam Duvall,34,353,BOS,7.9,0.8,362,0.8,8,-7.2,1.13,0.4,0.3,0.90%,3.40%,-2.50%,0.69,1.20%,1.8,0.2,1,3.8,1.12,7,duvalad01
208,Nate Eaton,26,56,KCR,-10.6,-1.1,60,-0.4,0.7,-1.2,1.12,-0.9,0.5,-0.20%,0.20%,-0.40%,0.5,0.10%,-10.6,-1,1.02,-10,0,2,eatonna01
209,Cam Eden,25,6,TOR,-0.9,-0.1,7,0.1,0.2,-0.1,1,0,0.1,0.10%,0.10%,0.00%,0.41,0.20%,-1.1,-0.1,1.13,-0.6,0,1,edenca01
210,Tommy Edman#,28,528,STL,-6.2,-0.6,565,0,9,-8.9,0.98,-0.6,0.7,-0.20%,1.60%,-1.80%,0.31,-0.30%,-8.2,-0.8,0.94,-6.6,1.55,3,edmanto01
211,Xavier Edwards#,23,84,MIA,-2.2,-0.2,89,0,1.2,-1.2,0.97,-0.2,0.1,-0.10%,1.00%,-1.10%,1.47,0.00%,-4.9,-0.5,0.93,-3.5,1.24,3,edwarxa01
212,Drew Ellis,27,29,PHI,1.2,0.1,30,0,0.5,-0.4,0.94,0.1,-0.1,0.00%,0.20%,-0.20%,0.74,-0.10%,2.5,0.2,0.95,2.7,1.26,2,ellisdr01
213,Christian Encarnacion-Strand,23,241,CIN,3.2,0.3,242,0.3,4.7,-4.4,0.98,0.2,0,0.10%,3.70%,-3.60%,1.31,-0.10%,4.3,0.4,0.9,1.2,2.03,4,encarch01
214,Adam Engel,31,6,SDP,-1.6,-0.2,7,-0.2,0,-0.2,1.04,-0.2,0,-0.10%,0.00%,-0.10%,0.89,0.00%,-2.1,-0.2,0.99,-2.1,,0,engelad01
215,Eduardo Escobar#,34,309,TOT,-14.7,-1.5,316,-2.3,3.8,-6.1,1.02,-1.6,-0.6,-0.80%,1.60%,-2.40%,0.69,-0.50%,-15,-1.5,0.97,-15.4,1.73,16,escobed01
216,Eduardo Escobar#,34,120,NYM,-2.2,-0.2,124,-0.7,1.7,-2.3,1.04,-0.4,-0.2,-0.40%,1.00%,-1.40%,1.03,-0.10%,-2.4,-0.2,1.02,-1.4,,3,escobed01
217,Eduardo Escobar#,34,189,LAA,-12.5,-1.3,192,-1.6,2.1,-3.7,1,-1.2,-0.4,-0.40%,0.60%,-1.00%,0.46,-0.40%,-12.6,-1.2,0.94,-14,2.12,13,escobed01
218,Santiago Espinal,28,254,TOR,-6,-0.6,258,-1.2,3.9,-5.1,1.08,-1,-0.1,-0.90%,2.50%,-3.40%,1.2,-0.10%,-7.7,-0.8,0.99,-8.5,1.84,18,espinsa01
219,Thairo Estrada,27,530,SFG,-0.1,0,572,-1.8,8.4,-10.2,1.03,0.2,-1.9,-0.90%,4.80%,-5.70%,0.97,-0.90%,-5.7,-0.6,0.96,-1.8,,0,estrath01
220,Stuart Fairchild,27,255,CIN,-2.5,-0.2,271,-0.8,4.3,-5.1,1.04,-0.5,-0.3,-0.50%,2.20%,-2.70%,0.9,-0.20%,-2.7,-0.3,0.96,-7.1,1.7,8,faircst01
221,Kyle Farmer,32,369,MIN,-1.3,-0.1,381,-0.7,6.5,-7.2,1.11,0.1,-0.7,-0.60%,3.00%,-3.60%,0.89,-0.80%,1.4,0.1,0.98,2.6,1.56,15,farmeky01
222,Freddy Fermin,28,235,KCR,3.2,0.3,238,-0.7,4.5,-5.2,1.15,0,-0.6,-0.10%,0.10%,-0.20%,0.06,-0.80%,-4.8,-0.5,1,1.8,4.43,4,fermifr01
223,José Fermín,24,61,STL,-2.1,-0.2,64,-0.1,0.7,-0.8,0.83,-0.2,0,0.00%,0.00%,0.00%,0.04,-0.10%,-0.3,0,0.96,-2.8,,1,fermijo01
224,Tyler Fitzgerald,25,34,SFG,-0.2,0,36,-0.1,0.7,-0.8,1.14,0,-0.1,0.00%,0.10%,-0.10%,0.14,0.00%,-0.3,0,0.84,0.3,,0,fitzgty01
225,David Fletcher,29,97,LAA,-3.8,-0.4,100,-0.6,1.1,-1.6,0.85,-0.4,-0.3,-0.30%,0.20%,-0.50%,0.41,-0.50%,-0.5,-0.1,0.93,-1.1,2.31,1,fletcda02
226,Dominic Fletcher*,25,102,ARI,1.8,0.2,107,0.3,1.9,-1.6,1,-0.1,0.4,0.20%,1.40%,-1.20%,1.2,0.20%,4.6,0.4,1,0.6,3.53,1,fletcdo01
227,Wilmer Flores,31,454,SFG,20.4,2,456,1,9.3,-8.3,1.07,1.8,-0.9,1.10%,6.20%,-5.20%,1.13,0.00%,2.7,0.3,0.98,19.1,2,23,florewi01
228,Estevan Florial*,25,71,NYY,-1.8,-0.2,74,0.3,1.4,-1.1,1.05,-0.1,0.4,0.00%,0.00%,0.00%,0.02,0.50%,-1.1,-0.1,0.99,-2.1,,0,flories01
229,Mike Ford*,30,251,SEA,6.4,0.6,253,0,4.5,-4.5,0.98,0.4,-0.3,-0.30%,3.40%,-3.60%,1.28,-0.40%,1.5,0.2,0.95,5.8,2.49,15,fordmi01
230,Nick Fortes,26,323,MIA,-20.2,-2,335,-2,4.2,-6.2,0.94,-1.9,-0.2,-1.20%,2.80%,-4.00%,1.03,0.00%,-23.6,-2.3,0.93,-21.5,0,4,forteni01
231,Jake Fraley*,28,380,CIN,4.3,0.4,410,1.8,9.3,-7.5,1.14,0.7,0.8,0.80%,5.60%,-4.80%,1.18,0.20%,10.7,1,0.98,10,1.83,20,fraleja01
232,Ty France,28,665,SEA,2.1,0.2,673,-1.9,10.6,-12.5,1.04,-1,-0.8,-1.80%,7.30%,-9.10%,1.27,-0.70%,-9.6,-1,0.95,-9.4,3.98,2,francty01
233,Wander Franco#,22,491,TBR,15.5,1.5,538,-0.1,8.3,-8.4,0.92,1.3,-1.4,0.00%,5.40%,-5.50%,1,-0.80%,10.8,1.1,0.95,15.2,1.76,3,francwa01
234,Adam Frazier*,31,455,BAL,-3.5,-0.3,479,1.1,8.8,-7.6,1.01,-0.4,1.5,1.50%,6.30%,-4.90%,1.1,1.50%,4.7,0.5,0.94,-5.3,1.9,19,fraziad01
235,Clint Frazier,28,76,CHW,-4.4,-0.4,84,-0.3,1,-1.3,0.88,-0.3,0,-0.10%,0.30%,-0.30%,0.38,0.00%,-2.3,-0.2,0.85,-4.1,1.01,6,frazicl01
236,Freddie Freeman*,33,730,LAD,58.1,5.5,766,4.3,15.1,-10.9,0.97,5.7,-1.3,3.10%,9.10%,-6.00%,0.91,0.00%,68.4,6.4,0.95,69.3,,0,freemfr01
237,Tyler Freeman,24,168,CLE,-3.3,-0.3,174,-0.4,3.1,-3.5,1.13,-0.8,0.4,-0.30%,0.90%,-1.30%,0.65,-0.10%,-5.4,-0.5,0.95,-7.1,1.24,5,freemty01
238,Sal Frelick*,23,223,MIL,-1.2,-0.1,233,-0.3,3.5,-3.8,1.04,-0.3,0.1,0.40%,2.10%,-1.60%,0.82,0.80%,-5.3,-0.5,0.94,-4.5,1.35,6,frelisa01
239,TJ Friedl*,27,556,CIN,12,1.2,597,3.9,12.7,-8.7,1.01,1.9,2,2.40%,8.50%,-6.10%,1.16,0.90%,28.3,2.7,0.94,23.6,1.29,12,friedtj01
240,David Fry,27,113,CLE,0.7,0.1,119,0.8,3,-2.2,1.06,0.3,0.5,0.30%,1.20%,-0.90%,0.7,0.30%,1.3,0.1,0.97,1.4,0.91,13,fryda01
241,Michael Fulmer,30,1,CHC,-0.3,0,1,0,0,0,0.25,0,0,0.00%,0.00%,0.00%,0.13,0.00%,-0.1,0,0.39,-0.3,,0,fulmemi01
242,Cam Gallagher,30,149,CLE,-21.1,-2.1,149,-1.9,1.2,-3.1,0.92,-2.2,0.2,-0.70%,0.60%,-1.30%,0.68,0.00%,-21.3,-2.2,0.92,-24.6,,0,gallaca01
243,Joey Gallo*,29,332,MIN,-0.2,0,337,-1.2,4.7,-5.9,0.93,0,-1.3,-0.80%,2.90%,-3.70%,0.96,-0.70%,-5.5,-0.5,0.91,2.7,1.61,11,gallojo01
244,Ben Gamel*,31,15,SDP,-1.4,-0.1,15,0,0.2,-0.2,0.9,-0.1,0.1,0.00%,0.00%,0.00%,0.19,0.10%,0.6,0.1,1,-0.8,2.68,1,gamelbe01
245,Adolis García,30,632,TEX,17.4,1.7,649,1.1,11.9,-10.8,1,2,-0.9,1.00%,10.70%,-9.70%,1.49,-0.60%,19.8,1.9,0.99,23.2,3.75,3,garciad02
246,Avisaíl García,32,118,MIA,-8.2,-0.8,119,-0.6,1.7,-2.3,1.07,-0.7,0.2,-0.40%,1.00%,-1.40%,1.08,0.10%,-4.9,-0.5,0.96,-8,1.51,7,garciav01
247,Luis García Jr.*,23,482,WSN,-6.8,-0.7,501,-0.3,8.2,-8.5,1.04,-0.6,0.4,-0.10%,1.50%,-1.60%,0.33,0.30%,-6.2,-0.6,0.95,-5.3,1.97,8,garcilu04
248,Maikel Garcia,23,515,KCR,-6.9,-0.7,557,-1.4,8.5,-9.9,1.04,-1.1,-0.2,0.00%,0.20%,-0.10%,0.03,0.90%,-7.1,-0.7,0.95,-11.4,2.07,2,garcima01
249,Kyle Garlick,31,30,MIN,-1.1,-0.1,30,-0.2,0.5,-0.7,1.09,-0.2,0,-0.10%,0.30%,-0.40%,1.19,0.00%,-0.5,0,0.89,-1.3,1.08,6,garliky01
250,Stone Garrett,27,271,WSN,7.7,0.7,279,0.6,4.9,-4.3,0.95,0.4,0.3,0.10%,0.80%,-0.70%,0.25,0.20%,9.5,0.9,0.96,6.2,0.84,13,garrest01
251,Mitch Garver,32,344,TEX,14.4,1.4,349,1.5,6.8,-5.4,0.91,1.1,0.5,1.20%,7.10%,-5.90%,1.63,0.10%,19.2,1.9,0.94,18.6,1.29,5,garvemi01
252,Zack Gelof,23,300,OAK,13.8,1.3,320,0.8,5.7,-4.8,0.91,1.2,-0.3,0.00%,0.00%,0.00%,0,,7.1,0.7,0.9,11.3,,0,gelofza01
253,Andrés Giménez*,24,616,CLE,-1.5,-0.1,662,-0.6,11.1,-11.8,1.09,-0.2,-0.4,-0.50%,4.50%,-5.00%,0.77,-0.50%,-7.2,-0.7,0.95,-5.9,1.67,5,gimenan01
